timestamp, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB], temperature.gpu
2022/11/10 16:09:02.470, 0 %, 0 %, 15360 MiB, 14910 MiB, 0 MiB, 33
2022/11/10 16:09:02.973, 0 %, 0 %, 15360 MiB, 14910 MiB, 0 MiB, 34
2022/11/10 16:09:03.476, 0 %, 0 %, 15360 MiB, 14910 MiB, 0 MiB, 34
2022/11/10 16:09:03.978, 0 %, 0 %, 15360 MiB, 14910 MiB, 0 MiB, 33
2022/11/10 16:09:04.480, 0 %, 0 %, 15360 MiB, 14910 MiB, 0 MiB, 34
2022/11/10 16:09:04.982, 0 %, 0 %, 15360 MiB, 14897 MiB, 12 MiB, 34
2022/11/10 16:09:05.485, 5 %, 0 %, 15360 MiB, 14680 MiB, 229 MiB, 34
2022/11/10 16:09:05.986, 5 %, 0 %, 15360 MiB, 14542 MiB, 367 MiB, 34
2022/11/10 16:09:06.488, 5 %, 0 %, 15360 MiB, 14446 MiB, 463 MiB, 34
2022/11/10 16:09:06.989, 5 %, 0 %, 15360 MiB, 14318 MiB, 591 MiB, 34
2022/11/10 16:09:07.490, 6 %, 0 %, 15360 MiB, 14186 MiB, 723 MiB, 34
2022/11/10 16:09:07.992, 10 %, 0 %, 15360 MiB, 13954 MiB, 955 MiB, 34
2022/11/10 16:09:08.493, 0 %, 0 %, 15360 MiB, 13954 MiB, 955 MiB, 34
2022/11/10 16:09:08.995, 0 %, 0 %, 15360 MiB, 13954 MiB, 955 MiB, 34
2022/11/10 16:09:09.496, 0 %, 0 %, 15360 MiB, 13954 MiB, 955 MiB, 34
2022/11/10 16:09:09.998, 0 %, 0 %, 15360 MiB, 13954 MiB, 955 MiB, 34
2022/11/10 16:09:10.499, 0 %, 0 %, 15360 MiB, 13954 MiB, 955 MiB, 34
2022/11/10 16:09:11.000, 0 %, 0 %, 15360 MiB, 13954 MiB, 955 MiB, 34
2022/11/10 16:09:11.502, 32 %, 1 %, 15360 MiB, 13284 MiB, 1625 MiB, 34
2022/11/10 16:09:12.003, 0 %, 0 %, 15360 MiB, 13284 MiB, 1625 MiB, 35
2022/11/10 16:09:12.504, 0 %, 0 %, 15360 MiB, 13284 MiB, 1625 MiB, 34
2022/11/10 16:09:13.005, 0 %, 0 %, 15360 MiB, 13284 MiB, 1625 MiB, 35
2022/11/10 16:09:13.506, 0 %, 0 %, 15360 MiB, 13284 MiB, 1625 MiB, 35
2022/11/10 16:09:14.008, 0 %, 0 %, 15360 MiB, 13284 MiB, 1625 MiB, 35
2022/11/10 16:09:14.509, 0 %, 0 %, 15360 MiB, 13284 MiB, 1625 MiB, 35
2022/11/10 16:09:15.010, 0 %, 0 %, 15360 MiB, 13284 MiB, 1625 MiB, 35
2022/11/10 16:09:15.511, 0 %, 0 %, 15360 MiB, 13284 MiB, 1625 MiB, 35
2022/11/10 16:09:16.013, 0 %, 0 %, 15360 MiB, 13278 MiB, 1631 MiB, 35
2022/11/10 16:09:16.514, 0 %, 0 %, 15360 MiB, 13278 MiB, 1631 MiB, 35
2022/11/10 16:09:17.015, 0 %, 0 %, 15360 MiB, 13278 MiB, 1631 MiB, 35
2022/11/10 16:09:17.516, 0 %, 0 %, 15360 MiB, 13278 MiB, 1631 MiB, 35
2022/11/10 16:09:18.018, 0 %, 0 %, 15360 MiB, 13278 MiB, 1631 MiB, 35
2022/11/10 16:09:18.519, 0 %, 0 %, 15360 MiB, 13278 MiB, 1631 MiB, 35
2022/11/10 16:09:19.025, 0 %, 0 %, 15360 MiB, 13278 MiB, 1631 MiB, 35
2022/11/10 16:09:19.526, 0 %, 0 %, 15360 MiB, 13278 MiB, 1631 MiB, 35
2022/11/10 16:09:20.027, 0 %, 0 %, 15360 MiB, 13278 MiB, 1631 MiB, 35
2022/11/10 16:09:20.528, 0 %, 0 %, 15360 MiB, 13278 MiB, 1631 MiB, 35
2022/11/10 16:09:21.029, 22 %, 1 %, 15360 MiB, 12712 MiB, 2197 MiB, 35
2022/11/10 16:09:21.531, 3 %, 0 %, 15360 MiB, 12712 MiB, 2197 MiB, 35
2022/11/10 16:09:22.032, 5 %, 0 %, 15360 MiB, 12712 MiB, 2197 MiB, 35
2022/11/10 16:09:22.534, 3 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 35
2022/11/10 16:09:23.035, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 35
2022/11/10 16:09:23.536, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 35
2022/11/10 16:09:24.037, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 35
2022/11/10 16:09:24.538, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 35
2022/11/10 16:09:25.040, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 35
2022/11/10 16:09:25.541, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 35
2022/11/10 16:09:26.042, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 35
2022/11/10 16:09:26.544, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 35
2022/11/10 16:09:27.045, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 35
2022/11/10 16:09:27.546, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 35
2022/11/10 16:09:28.047, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 35
2022/11/10 16:09:28.548, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 35
2022/11/10 16:09:29.050, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 35
2022/11/10 16:09:29.551, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 35
2022/11/10 16:09:30.052, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 35
2022/11/10 16:09:30.553, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 36
2022/11/10 16:09:31.055, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 35
2022/11/10 16:09:31.556, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 36
2022/11/10 16:09:32.057, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 36
2022/11/10 16:09:32.558, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 36
2022/11/10 16:09:33.060, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 36
2022/11/10 16:09:33.561, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 36
2022/11/10 16:09:34.063, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 36
2022/11/10 16:09:34.564, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 36
2022/11/10 16:09:35.066, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 36
2022/11/10 16:09:35.567, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 36
2022/11/10 16:09:36.069, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 36
2022/11/10 16:09:36.570, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 36
2022/11/10 16:09:37.071, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 36
2022/11/10 16:09:37.573, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 36
2022/11/10 16:09:38.074, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 36
2022/11/10 16:09:38.575, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 36
2022/11/10 16:09:39.077, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 36
2022/11/10 16:09:39.578, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 36
2022/11/10 16:09:40.079, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 36
2022/11/10 16:09:40.580, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 36
2022/11/10 16:09:41.082, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 36
2022/11/10 16:09:41.583, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 36
2022/11/10 16:09:42.084, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 36
2022/11/10 16:09:42.585, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 36
2022/11/10 16:09:43.086, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 36
2022/11/10 16:09:43.615, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 36
2022/11/10 16:09:44.116, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 36
2022/11/10 16:09:44.618, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 36
2022/11/10 16:09:45.119, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 36
2022/11/10 16:09:45.620, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 36
2022/11/10 16:09:46.122, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 36
2022/11/10 16:09:46.623, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 36
2022/11/10 16:09:47.125, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 36
2022/11/10 16:09:47.626, 2 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 36
2022/11/10 16:09:48.127, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 36
2022/11/10 16:09:48.628, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 36
2022/11/10 16:09:49.130, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 36
2022/11/10 16:09:49.631, 0 %, 0 %, 15360 MiB, 12605 MiB, 2304 MiB, 36
2022/11/10 16:09:50.132, 7 %, 0 %, 15360 MiB, 11545 MiB, 3364 MiB, 37
2022/11/10 16:09:50.660, 100 %, 70 %, 15360 MiB, 11331 MiB, 3578 MiB, 38
2022/11/10 16:09:51.161, 91 %, 55 %, 15360 MiB, 11331 MiB, 3578 MiB, 39
2022/11/10 16:09:51.664, 36 %, 11 %, 15360 MiB, 11331 MiB, 3578 MiB, 39
2022/11/10 16:09:52.168, 100 %, 66 %, 15360 MiB, 11331 MiB, 3578 MiB, 38
2022/11/10 16:09:52.669, 100 %, 72 %, 15360 MiB, 11331 MiB, 3578 MiB, 40
2022/11/10 16:09:53.171, 21 %, 3 %, 15360 MiB, 11331 MiB, 3578 MiB, 40
2022/11/10 16:09:53.673, 40 %, 39 %, 15360 MiB, 11331 MiB, 3578 MiB, 39
2022/11/10 16:09:54.174, 100 %, 62 %, 15360 MiB, 11331 MiB, 3578 MiB, 40
2022/11/10 16:09:54.675, 93 %, 55 %, 15360 MiB, 11331 MiB, 3578 MiB, 41
2022/11/10 16:09:55.178, 58 %, 47 %, 15360 MiB, 11331 MiB, 3578 MiB, 40
2022/11/10 16:09:55.679, 100 %, 67 %, 15360 MiB, 11331 MiB, 3578 MiB, 41
2022/11/10 16:09:56.180, 85 %, 44 %, 15360 MiB, 11331 MiB, 3578 MiB, 41
2022/11/10 16:09:56.681, 24 %, 4 %, 15360 MiB, 11331 MiB, 3578 MiB, 41
2022/11/10 16:09:57.201, 100 %, 64 %, 15360 MiB, 11331 MiB, 3578 MiB, 41
2022/11/10 16:09:57.702, 100 %, 58 %, 15360 MiB, 11331 MiB, 3578 MiB, 42
2022/11/10 16:09:58.203, 15 %, 0 %, 15360 MiB, 11331 MiB, 3578 MiB, 42
2022/11/10 16:09:58.705, 54 %, 45 %, 15360 MiB, 11331 MiB, 3578 MiB, 41
2022/11/10 16:09:59.206, 100 %, 60 %, 15360 MiB, 11331 MiB, 3578 MiB, 42
2022/11/10 16:09:59.708, 14 %, 20 %, 15360 MiB, 11331 MiB, 3578 MiB, 42
2022/11/10 16:10:00.210, 73 %, 44 %, 15360 MiB, 11331 MiB, 3578 MiB, 42
2022/11/10 16:10:00.746, 100 %, 61 %, 15360 MiB, 11331 MiB, 3578 MiB, 43
2022/11/10 16:10:01.249, 63 %, 33 %, 15360 MiB, 11331 MiB, 3578 MiB, 43
2022/11/10 16:10:01.750, 12 %, 0 %, 15360 MiB, 11331 MiB, 3578 MiB, 42
2022/11/10 16:10:02.251, 100 %, 65 %, 15360 MiB, 11331 MiB, 3578 MiB, 43
2022/11/10 16:10:02.753, 45 %, 19 %, 15360 MiB, 11331 MiB, 3578 MiB, 43
2022/11/10 16:10:03.254, 19 %, 25 %, 15360 MiB, 11331 MiB, 3578 MiB, 44
2022/11/10 16:10:03.755, 100 %, 74 %, 15360 MiB, 11331 MiB, 3578 MiB, 43
2022/11/10 16:10:04.257, 100 %, 65 %, 15360 MiB, 11331 MiB, 3578 MiB, 44
2022/11/10 16:10:04.758, 41 %, 34 %, 15360 MiB, 11331 MiB, 3578 MiB, 44
2022/11/10 16:10:05.260, 99 %, 71 %, 15360 MiB, 11331 MiB, 3578 MiB, 43
2022/11/10 16:10:05.761, 93 %, 60 %, 15360 MiB, 11331 MiB, 3578 MiB, 44
2022/11/10 16:10:06.264, 44 %, 18 %, 15360 MiB, 11331 MiB, 3578 MiB, 44
2022/11/10 16:10:06.784, 100 %, 68 %, 15360 MiB, 11331 MiB, 3578 MiB, 43
2022/11/10 16:10:07.285, 100 %, 63 %, 15360 MiB, 11331 MiB, 3578 MiB, 45
2022/11/10 16:10:07.787, 20 %, 2 %, 15360 MiB, 11331 MiB, 3578 MiB, 45
2022/11/10 16:10:08.288, 41 %, 34 %, 15360 MiB, 11331 MiB, 3578 MiB, 44
2022/11/10 16:10:08.789, 100 %, 63 %, 15360 MiB, 11331 MiB, 3578 MiB, 45
2022/11/10 16:10:09.291, 93 %, 58 %, 15360 MiB, 11331 MiB, 3578 MiB, 45
2022/11/10 16:10:09.796, 62 %, 47 %, 15360 MiB, 11331 MiB, 3578 MiB, 44
2022/11/10 16:10:10.297, 100 %, 64 %, 15360 MiB, 11331 MiB, 3578 MiB, 46
2022/11/10 16:10:10.799, 81 %, 41 %, 15360 MiB, 11331 MiB, 3578 MiB, 46
2022/11/10 16:10:11.301, 21 %, 3 %, 15360 MiB, 11331 MiB, 3578 MiB, 46
2022/11/10 16:10:11.802, 100 %, 58 %, 15360 MiB, 11331 MiB, 3578 MiB, 45
2022/11/10 16:10:12.303, 100 %, 57 %, 15360 MiB, 11331 MiB, 3578 MiB, 46
2022/11/10 16:10:12.805, 10 %, 2 %, 15360 MiB, 11331 MiB, 3578 MiB, 46
2022/11/10 16:10:13.312, 100 %, 64 %, 15360 MiB, 11331 MiB, 3578 MiB, 45
2022/11/10 16:10:13.813, 100 %, 64 %, 15360 MiB, 11331 MiB, 3578 MiB, 46
2022/11/10 16:10:14.314, 22 %, 20 %, 15360 MiB, 11331 MiB, 3578 MiB, 46
2022/11/10 16:10:14.816, 91 %, 61 %, 15360 MiB, 11331 MiB, 3578 MiB, 45
2022/11/10 16:10:15.317, 95 %, 60 %, 15360 MiB, 11331 MiB, 3578 MiB, 46
2022/11/10 16:10:15.818, 51 %, 26 %, 15360 MiB, 11331 MiB, 3578 MiB, 46
2022/11/10 16:10:16.361, 15 %, 20 %, 15360 MiB, 11331 MiB, 3578 MiB, 46
2022/11/10 16:10:16.862, 100 %, 62 %, 15360 MiB, 11331 MiB, 3578 MiB, 47
2022/11/10 16:10:17.364, 28 %, 6 %, 15360 MiB, 11331 MiB, 3578 MiB, 47
2022/11/10 16:10:17.865, 35 %, 40 %, 15360 MiB, 11331 MiB, 3578 MiB, 46
2022/11/10 16:10:18.366, 100 %, 63 %, 15360 MiB, 11331 MiB, 3578 MiB, 47
2022/11/10 16:10:18.868, 94 %, 59 %, 15360 MiB, 11331 MiB, 3578 MiB, 47
2022/11/10 16:10:19.370, 56 %, 41 %, 15360 MiB, 11331 MiB, 3578 MiB, 47
2022/11/10 16:10:19.871, 100 %, 68 %, 15360 MiB, 11331 MiB, 3578 MiB, 47
2022/11/10 16:10:20.373, 83 %, 44 %, 15360 MiB, 11331 MiB, 3578 MiB, 48
2022/11/10 16:10:20.874, 18 %, 1 %, 15360 MiB, 11331 MiB, 3578 MiB, 48
2022/11/10 16:10:21.376, 100 %, 63 %, 15360 MiB, 11331 MiB, 3578 MiB, 47
2022/11/10 16:10:21.877, 100 %, 58 %, 15360 MiB, 11331 MiB, 3578 MiB, 48
2022/11/10 16:10:22.380, 12 %, 13 %, 15360 MiB, 11331 MiB, 3578 MiB, 48
2022/11/10 16:10:22.882, 72 %, 50 %, 15360 MiB, 11331 MiB, 3578 MiB, 47
2022/11/10 16:10:23.383, 100 %, 62 %, 15360 MiB, 11331 MiB, 3578 MiB, 48
2022/11/10 16:10:23.885, 66 %, 34 %, 15360 MiB, 11331 MiB, 3578 MiB, 48
2022/11/10 16:10:24.386, 98 %, 71 %, 15360 MiB, 11331 MiB, 3578 MiB, 47
2022/11/10 16:10:24.887, 100 %, 65 %, 15360 MiB, 11331 MiB, 3578 MiB, 48
2022/11/10 16:10:25.389, 43 %, 20 %, 15360 MiB, 11331 MiB, 3578 MiB, 48
2022/11/10 16:10:25.924, 23 %, 24 %, 15360 MiB, 11331 MiB, 3578 MiB, 48
2022/11/10 16:10:26.425, 100 %, 71 %, 15360 MiB, 11331 MiB, 3578 MiB, 49
2022/11/10 16:10:26.926, 96 %, 67 %, 15360 MiB, 11331 MiB, 3578 MiB, 49
2022/11/10 16:10:27.428, 50 %, 32 %, 15360 MiB, 11331 MiB, 3578 MiB, 48
2022/11/10 16:10:27.929, 100 %, 56 %, 15360 MiB, 11331 MiB, 3578 MiB, 49
2022/11/10 16:10:28.430, 90 %, 50 %, 15360 MiB, 11331 MiB, 3578 MiB, 49
2022/11/10 16:10:28.936, 77 %, 51 %, 15360 MiB, 11331 MiB, 3578 MiB, 49
2022/11/10 16:10:29.439, 100 %, 64 %, 15360 MiB, 11331 MiB, 3578 MiB, 49
2022/11/10 16:10:29.940, 60 %, 32 %, 15360 MiB, 11331 MiB, 3578 MiB, 49
2022/11/10 16:10:30.441, 9 %, 9 %, 15360 MiB, 11331 MiB, 3578 MiB, 50
2022/11/10 16:10:30.943, 100 %, 65 %, 15360 MiB, 11331 MiB, 3578 MiB, 49
2022/11/10 16:10:31.444, 100 %, 65 %, 15360 MiB, 11331 MiB, 3578 MiB, 50
2022/11/10 16:10:31.946, 33 %, 35 %, 15360 MiB, 11331 MiB, 3578 MiB, 49
2022/11/10 16:10:32.448, 94 %, 57 %, 15360 MiB, 11331 MiB, 3578 MiB, 49
2022/11/10 16:10:32.949, 94 %, 58 %, 15360 MiB, 11331 MiB, 3578 MiB, 50
2022/11/10 16:10:33.451, 41 %, 16 %, 15360 MiB, 11331 MiB, 3578 MiB, 50
2022/11/10 16:10:33.952, 100 %, 65 %, 15360 MiB, 11331 MiB, 3578 MiB, 49
2022/11/10 16:10:34.453, 100 %, 71 %, 15360 MiB, 11331 MiB, 3578 MiB, 50
2022/11/10 16:10:34.955, 18 %, 0 %, 15360 MiB, 11331 MiB, 3578 MiB, 50
2022/11/10 16:10:35.515, 50 %, 42 %, 15360 MiB, 11331 MiB, 3578 MiB, 49
2022/11/10 16:10:36.016, 100 %, 57 %, 15360 MiB, 11331 MiB, 3578 MiB, 50
2022/11/10 16:10:36.518, 84 %, 43 %, 15360 MiB, 11331 MiB, 3578 MiB, 50
2022/11/10 16:10:37.019, 83 %, 54 %, 15360 MiB, 11331 MiB, 3578 MiB, 50
2022/11/10 16:10:37.520, 100 %, 64 %, 15360 MiB, 11331 MiB, 3578 MiB, 51
2022/11/10 16:10:38.021, 56 %, 29 %, 15360 MiB, 11331 MiB, 3578 MiB, 51
2022/11/10 16:10:38.523, 12 %, 14 %, 15360 MiB, 11331 MiB, 3578 MiB, 50
2022/11/10 16:10:39.052, 100 %, 64 %, 15360 MiB, 11331 MiB, 3578 MiB, 51
2022/11/10 16:10:39.553, 100 %, 68 %, 15360 MiB, 11331 MiB, 3578 MiB, 51
2022/11/10 16:10:40.055, 47 %, 39 %, 15360 MiB, 11331 MiB, 3578 MiB, 51
2022/11/10 16:10:40.556, 100 %, 66 %, 15360 MiB, 11331 MiB, 3578 MiB, 51
2022/11/10 16:10:41.057, 91 %, 49 %, 15360 MiB, 11331 MiB, 3578 MiB, 51
2022/11/10 16:10:41.559, 27 %, 6 %, 15360 MiB, 11331 MiB, 3578 MiB, 51
2022/11/10 16:10:42.060, 100 %, 59 %, 15360 MiB, 11331 MiB, 3578 MiB, 51
2022/11/10 16:10:42.592, 100 %, 57 %, 15360 MiB, 11331 MiB, 3578 MiB, 51
2022/11/10 16:10:43.094, 12 %, 10 %, 15360 MiB, 11331 MiB, 3578 MiB, 51
2022/11/10 16:10:43.596, 71 %, 51 %, 15360 MiB, 11331 MiB, 3578 MiB, 51
2022/11/10 16:10:44.097, 100 %, 65 %, 15360 MiB, 11331 MiB, 3578 MiB, 52
2022/11/10 16:10:44.599, 68 %, 35 %, 15360 MiB, 11331 MiB, 3578 MiB, 52
2022/11/10 16:10:45.100, 100 %, 70 %, 15360 MiB, 11331 MiB, 3578 MiB, 51
2022/11/10 16:10:45.601, 100 %, 67 %, 15360 MiB, 11331 MiB, 3578 MiB, 52
2022/11/10 16:10:46.103, 35 %, 10 %, 15360 MiB, 11331 MiB, 3578 MiB, 52
2022/11/10 16:10:46.605, 34 %, 39 %, 15360 MiB, 11331 MiB, 3578 MiB, 51
2022/11/10 16:10:47.106, 100 %, 66 %, 15360 MiB, 11331 MiB, 3578 MiB, 52
2022/11/10 16:10:47.607, 10 %, 1 %, 15360 MiB, 11331 MiB, 3578 MiB, 52
2022/11/10 16:10:48.110, 63 %, 34 %, 15360 MiB, 11331 MiB, 3578 MiB, 51
2022/11/10 16:10:48.611, 100 %, 55 %, 15360 MiB, 11331 MiB, 3578 MiB, 52
2022/11/10 16:10:49.139, 72 %, 38 %, 15360 MiB, 11331 MiB, 3578 MiB, 52
2022/11/10 16:10:49.641, 13 %, 0 %, 15360 MiB, 11331 MiB, 3578 MiB, 51
2022/11/10 16:10:50.143, 100 %, 65 %, 15360 MiB, 11331 MiB, 3578 MiB, 53
2022/11/10 16:10:50.645, 44 %, 16 %, 15360 MiB, 11331 MiB, 3578 MiB, 53
2022/11/10 16:10:51.147, 24 %, 26 %, 15360 MiB, 11331 MiB, 3578 MiB, 52
2022/11/10 16:10:51.648, 100 %, 62 %, 15360 MiB, 11331 MiB, 3578 MiB, 53
2022/11/10 16:10:52.150, 95 %, 64 %, 15360 MiB, 11331 MiB, 3578 MiB, 53
2022/11/10 16:10:52.699, 46 %, 20 %, 15360 MiB, 11331 MiB, 3578 MiB, 53
2022/11/10 16:10:53.202, 100 %, 67 %, 15360 MiB, 11331 MiB, 3578 MiB, 52
