timestamp, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB], temperature.gpu
2022/11/10 16:18:19.139, 100 %, 32 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:19.640, 82 %, 25 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:20.142, 71 %, 25 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:20.643, 100 %, 18 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:21.145, 100 %, 26 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:21.647, 100 %, 31 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:22.148, 100 %, 34 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:22.650, 81 %, 25 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:23.152, 70 %, 22 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:23.653, 100 %, 18 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:24.154, 100 %, 26 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:24.664, 100 %, 31 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:25.166, 100 %, 33 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:25.668, 77 %, 25 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:26.169, 72 %, 26 %, 15360 MiB, 9155 MiB, 5754 MiB, 70
2022/11/10 16:18:26.670, 100 %, 16 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:27.172, 100 %, 27 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:27.708, 100 %, 31 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:28.210, 100 %, 30 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:28.712, 80 %, 24 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:29.213, 72 %, 27 %, 15360 MiB, 9155 MiB, 5754 MiB, 70
2022/11/10 16:18:29.714, 100 %, 16 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:30.216, 100 %, 29 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:30.750, 100 %, 32 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:31.251, 100 %, 31 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:31.753, 78 %, 24 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:32.254, 72 %, 25 %, 15360 MiB, 9155 MiB, 5754 MiB, 70
2022/11/10 16:18:32.756, 100 %, 16 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:33.257, 100 %, 27 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:33.779, 100 %, 31 %, 15360 MiB, 9155 MiB, 5754 MiB, 70
2022/11/10 16:18:34.280, 100 %, 34 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:34.782, 78 %, 24 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:35.284, 72 %, 26 %, 15360 MiB, 9155 MiB, 5754 MiB, 70
2022/11/10 16:18:35.785, 100 %, 16 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:36.286, 100 %, 25 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:36.819, 100 %, 32 %, 15360 MiB, 9155 MiB, 5754 MiB, 70
2022/11/10 16:18:37.321, 100 %, 32 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:37.822, 79 %, 22 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:38.323, 71 %, 24 %, 15360 MiB, 9155 MiB, 5754 MiB, 70
2022/11/10 16:18:38.824, 100 %, 18 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:39.326, 100 %, 27 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:39.851, 100 %, 30 %, 15360 MiB, 9155 MiB, 5754 MiB, 70
2022/11/10 16:18:40.353, 100 %, 32 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:40.854, 81 %, 28 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:41.355, 71 %, 24 %, 15360 MiB, 9155 MiB, 5754 MiB, 70
2022/11/10 16:18:41.857, 100 %, 17 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:42.358, 100 %, 27 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:42.881, 100 %, 31 %, 15360 MiB, 9155 MiB, 5754 MiB, 70
2022/11/10 16:18:43.383, 100 %, 32 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:43.884, 76 %, 23 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:44.385, 100 %, 35 %, 15360 MiB, 9155 MiB, 5754 MiB, 70
2022/11/10 16:18:44.887, 100 %, 15 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:45.388, 68 %, 21 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:45.897, 100 %, 34 %, 15360 MiB, 9155 MiB, 5754 MiB, 70
2022/11/10 16:18:46.399, 100 %, 23 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:46.900, 71 %, 18 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:47.401, 100 %, 31 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:47.903, 100 %, 15 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:48.405, 68 %, 21 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:48.907, 100 %, 33 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:49.409, 100 %, 23 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:49.910, 69 %, 16 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:50.412, 100 %, 31 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:50.914, 100 %, 16 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:51.416, 68 %, 20 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:51.917, 100 %, 34 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:52.422, 100 %, 24 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:52.924, 68 %, 20 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:53.425, 100 %, 32 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:53.927, 100 %, 16 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:54.428, 68 %, 20 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:54.930, 100 %, 36 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:55.431, 100 %, 23 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:55.933, 100 %, 31 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:56.435, 100 %, 34 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:56.937, 89 %, 31 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:57.438, 69 %, 21 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:57.939, 100 %, 21 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:58.441, 100 %, 25 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:58.943, 100 %, 31 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:59.445, 100 %, 31 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:18:59.946, 90 %, 32 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:00.448, 69 %, 19 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:00.950, 100 %, 21 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:01.451, 100 %, 24 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:01.953, 100 %, 32 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:02.455, 100 %, 33 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:02.957, 89 %, 28 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:03.458, 67 %, 18 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:03.959, 100 %, 20 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:04.461, 100 %, 25 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:04.963, 100 %, 31 %, 15360 MiB, 9155 MiB, 5754 MiB, 70
2022/11/10 16:19:05.464, 100 %, 21 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:05.965, 87 %, 27 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:06.468, 100 %, 41 %, 15360 MiB, 9155 MiB, 5754 MiB, 70
2022/11/10 16:19:06.969, 100 %, 19 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:07.470, 69 %, 20 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:07.972, 100 %, 31 %, 15360 MiB, 9155 MiB, 5754 MiB, 70
2022/11/10 16:19:08.473, 100 %, 21 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:08.974, 83 %, 21 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:09.476, 100 %, 36 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:09.977, 100 %, 19 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:10.479, 67 %, 20 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:10.981, 100 %, 30 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:11.482, 100 %, 21 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:11.983, 81 %, 21 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:12.485, 100 %, 36 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:12.986, 100 %, 16 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:13.488, 68 %, 21 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:13.990, 100 %, 31 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:14.492, 100 %, 19 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:14.993, 78 %, 24 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:15.495, 100 %, 37 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:15.997, 96 %, 34 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:16.499, 69 %, 22 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:17.000, 100 %, 25 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:17.501, 100 %, 22 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:18.003, 93 %, 31 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:18.505, 100 %, 36 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:19.006, 96 %, 28 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:19.509, 69 %, 21 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:20.010, 100 %, 29 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:20.512, 100 %, 21 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:21.013, 91 %, 31 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:21.515, 100 %, 34 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:22.016, 97 %, 35 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:22.518, 69 %, 21 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:23.019, 100 %, 29 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:23.521, 100 %, 18 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:24.023, 93 %, 31 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:24.524, 100 %, 36 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:25.054, 96 %, 32 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:25.556, 69 %, 21 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:26.058, 100 %, 27 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:26.559, 100 %, 21 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:27.061, 90 %, 30 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:27.562, 100 %, 33 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:28.104, 97 %, 29 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:28.605, 69 %, 21 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:29.108, 100 %, 28 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:29.609, 100 %, 20 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:30.111, 87 %, 30 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:30.612, 100 %, 38 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:31.151, 98 %, 32 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:31.652, 68 %, 20 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:32.154, 100 %, 28 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:32.656, 100 %, 23 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:33.158, 86 %, 29 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:33.659, 100 %, 38 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:34.190, 97 %, 31 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:34.692, 69 %, 21 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:35.195, 100 %, 31 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:35.696, 100 %, 20 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:36.198, 86 %, 30 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:36.700, 100 %, 33 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:37.223, 97 %, 33 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:37.725, 69 %, 21 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:38.227, 100 %, 27 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:38.728, 100 %, 20 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:39.230, 88 %, 30 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:39.731, 100 %, 35 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:40.267, 97 %, 31 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:40.769, 69 %, 21 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:41.271, 100 %, 30 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:41.772, 100 %, 19 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:42.274, 88 %, 30 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:42.775, 100 %, 37 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:43.288, 97 %, 31 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:43.790, 100 %, 37 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:44.292, 100 %, 31 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:44.793, 69 %, 21 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:45.295, 89 %, 31 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:45.796, 100 %, 20 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:46.301, 97 %, 31 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:46.802, 100 %, 36 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:47.304, 100 %, 31 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:47.805, 69 %, 21 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:48.306, 88 %, 31 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:48.808, 100 %, 19 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:49.309, 97 %, 36 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:49.811, 100 %, 38 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:50.312, 100 %, 29 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:50.814, 61 %, 22 %, 15360 MiB, 9155 MiB, 5754 MiB, 72
2022/11/10 16:19:51.315, 93 %, 31 %, 15360 MiB, 9155 MiB, 5754 MiB, 71
2022/11/10 16:19:51.816, 7 %, 1 %, 15360 MiB, 9155 MiB, 5754 MiB, 70
2022/11/10 16:19:52.317, 9 %, 1 %, 15360 MiB, 9155 MiB, 5754 MiB, 70
2022/11/10 16:19:52.821, 9 %, 1 %, 15360 MiB, 9155 MiB, 5754 MiB, 70
2022/11/10 16:19:53.322, 12 %, 1 %, 15360 MiB, 9155 MiB, 5754 MiB, 69
2022/11/10 16:19:53.824, 4 %, 0 %, 15360 MiB, 9155 MiB, 5754 MiB, 69
2022/11/10 16:19:54.325, 4 %, 0 %, 15360 MiB, 9155 MiB, 5754 MiB, 68
2022/11/10 16:19:54.827, 4 %, 0 %, 15360 MiB, 9155 MiB, 5754 MiB, 68
2022/11/10 16:19:55.328, 4 %, 0 %, 15360 MiB, 9155 MiB, 5754 MiB, 68
2022/11/10 16:19:55.829, 4 %, 0 %, 15360 MiB, 9155 MiB, 5754 MiB, 67
2022/11/10 16:19:56.331, 4 %, 0 %, 15360 MiB, 9155 MiB, 5754 MiB, 67
2022/11/10 16:19:56.832, 4 %, 0 %, 15360 MiB, 9155 MiB, 5754 MiB, 67
2022/11/10 16:19:57.334, 4 %, 0 %, 15360 MiB, 9155 MiB, 5754 MiB, 67
2022/11/10 16:19:57.835, 1 %, 0 %, 15360 MiB, 9155 MiB, 5754 MiB, 67
2022/11/10 16:19:58.337, 0 %, 0 %, 15360 MiB, 9155 MiB, 5754 MiB, 66
2022/11/10 16:19:58.838, 0 %, 0 %, 15360 MiB, 9155 MiB, 5754 MiB, 66
2022/11/10 16:19:59.340, 0 %, 0 %, 15360 MiB, 9155 MiB, 5754 MiB, 66
2022/11/10 16:19:59.864, 0 %, 0 %, 15360 MiB, 9155 MiB, 5754 MiB, 66
2022/11/10 16:20:00.366, 0 %, 0 %, 15360 MiB, 9155 MiB, 5754 MiB, 66
2022/11/10 16:20:00.867, 0 %, 0 %, 15360 MiB, 9155 MiB, 5754 MiB, 65
2022/11/10 16:20:01.368, 0 %, 0 %, 15360 MiB, 9155 MiB, 5754 MiB, 65
2022/11/10 16:20:01.870, 0 %, 0 %, 15360 MiB, 9155 MiB, 5754 MiB, 65
2022/11/10 16:20:02.371, 0 %, 0 %, 15360 MiB, 9155 MiB, 5754 MiB, 65
2022/11/10 16:20:02.872, 0 %, 0 %, 15360 MiB, 9155 MiB, 5754 MiB, 65
2022/11/10 16:20:03.400, 0 %, 0 %, 15360 MiB, 9155 MiB, 5754 MiB, 64
2022/11/10 16:20:03.901, 0 %, 0 %, 15360 MiB, 9155 MiB, 5754 MiB, 64
2022/11/10 16:20:04.402, 0 %, 0 %, 15360 MiB, 9155 MiB, 5754 MiB, 64
2022/11/10 16:20:04.904, 0 %, 0 %, 15360 MiB, 9155 MiB, 5754 MiB, 64
2022/11/10 16:20:05.405, 0 %, 0 %, 15360 MiB, 9155 MiB, 5754 MiB, 64
2022/11/10 16:20:05.906, 0 %, 0 %, 15360 MiB, 9155 MiB, 5754 MiB, 64
2022/11/10 16:20:06.408, 0 %, 0 %, 15360 MiB, 9155 MiB, 5754 MiB, 64
2022/11/10 16:20:06.923, 0 %, 0 %, 15360 MiB, 9155 MiB, 5754 MiB, 63
2022/11/10 16:20:07.425, 0 %, 0 %, 15360 MiB, 9155 MiB, 5754 MiB, 63
2022/11/10 16:20:07.926, 0 %, 0 %, 15360 MiB, 9155 MiB, 5754 MiB, 63
2022/11/10 16:20:08.427, 0 %, 0 %, 15360 MiB, 9155 MiB, 5754 MiB, 63
2022/11/10 16:20:08.929, 0 %, 0 %, 15360 MiB, 9155 MiB, 5754 MiB, 63
2022/11/10 16:20:09.430, 0 %, 0 %, 15360 MiB, 9155 MiB, 5754 MiB, 63
2022/11/10 16:20:09.931, 0 %, 0 %, 15360 MiB, 9155 MiB, 5754 MiB, 63
2022/11/10 16:20:10.455, 42 %, 5 %, 15360 MiB, 14910 MiB, 0 MiB, 63
2022/11/10 16:20:10.956, 0 %, 0 %, 15360 MiB, 14910 MiB, 0 MiB, 63
2022/11/10 16:20:11.457, 0 %, 0 %, 15360 MiB, 14910 MiB, 0 MiB, 63
